Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	t-SNE X	t-SNE Y	t-SNE Z	InChIKey	Total Molweight	Molweight	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	LE from pKa	LLE from pKa	LELP from pKa	Mutagenic	Tumorigenic	Reproductive Effective	Irritant	Nasty Functions	Shape Index	Molecular Flexibility	Molecular Complexity	Fragments	Non-H Atoms	Non-C/H Atoms	Metal-Atoms	Electronegative Atoms	Stereo Centers	Rotatable Bonds	Rings Closures	Small Rings	Aromatic Rings	Aromatic Atoms	sp3-Atoms	Symmetric atoms	Amides	Amines	Alkyl-Amines	Aromatic Amines	Aromatic Nitrogens	Basic Nitrogens	Acidic Oxygens	Stereo Configuration	Gini Selectivity Score	
fik@h@@HxYrRu[wHheEDdhiideDU^mEjB`jbjfhjDHDQhbqDR@@	3.47	22	potentiometric	a/apparent		acidic	6365	0.94751	1	6437	-0.7268177	0.115382485	-19.17168578750897	21.181942761071575	-2.214682569715093	QQHYYHJSWRVMAM-QHUBEEEXSA-N	358.298	358.298	358.090000	-1.182	-1.347	10	4	247.68	0.47836	151.98	-0.55727	0.46423	9.6417	-2.5462	none	none	none	none		0.52	0.3892	0.83644	1	25	10	0	10	5	6	2	2	1	6	15	0	0	0	0	0	0	0	1	racemate	0.94301	
fik`QDAl|GhH`dPN\bbbfbJTTRrfRxIIXH`j`XHj`@@	8.73	25	spectrophotometric	a1/apparent	OH	acidic	6367	0.98242	1	6368	-0.240894	-0.91295	-0.1847251477045389	-20.601734457121495	-9.543986119036015	OLCLJSNJMNGROT-UHFFFAOYSA-O	385.266	385.266	384.076938	0.0701	-4.684	5	2	282.99	0.21421	83.4	-6.3767	0.44224	7.9889	0.15851	none	none	high	high		0.64	0.46717	0.78175	1	25	7	0	7	0	8	2	2	2	12	9	0	0	1	1	0	0	1	0		0.94583	
fikaQDNlEEKPQAHclyEEEMEmDdhhTerP\pQDTDCEU@@@	8.55	25	spectrophotometric	a1/apparent	OH	acidic	6368	0.98242	1	6367	-0.26436839	-0.9098403	-0.18681356950360248	-20.640974586602503	-9.532333945755346	COECJINEIJLCRU-UHFFFAOYSA-O	387.238	387.238	386.056203	-0.3502	-5.27	6	2	279.23	0.25291	92.63	-6.3726	0.44274	8.4182	-0.79099	none	none	high	high		0.64	0.46717	0.77052	1	25	8	0	8	0	8	2	2	2	12	9	0	0	1	1	0	0	1	0		0.9458	
fikq@@D\BCHiiEEDddemCEKQ|ejh@`BBjh@@@	10.2	20	spectrophotometric	a2/apparent	N-H	acidic	6369		0		-0.17423055	-0.48824042	0.13533609992604198	-5.8187791422559325	14.720680054379018	UVTNFZQICZKOEM-UHFFFAOYSA-N	339.481	339.481	339.231062	2.215	-2.418	4	1	280.32	0.15279	59.22	4.2355	0.43853	5.7764	5.051	none	none	none	none		0.4	0.59729	0.7971	1	25	4	0	4	1	8	2	2	2	12	10	6	1	1	1	0	1	1	0	unknown chirality	0.95149	
fiw`PDM@iT^iRfUuYY}VwENBuXLRmhHBjjhBJbBDb@@	8.45	25	spectrophotometric	a1/apparent		acidic	6374		0		-0.4917449	0.12367509	18.38651055899627	-5.004715011721436	15.383313898416082	UTUGYZCGZXJEHE-BJQOMGFOSA-O	340.398	340.398	340.154884	-0.2645	-3.09	5	1	240.57	0.14748	47.92	-1.3534	0.44302	8.3376	-0.59704	none	none	none	none	quart. ammonium	0.48	0.199	0.93607	1	25	5	0	5	2	1	5	5	2	12	13	0	0	1	1	0	0	0	0	unknown chirality	0.9537	
fi{A`@@HDdwLr{rkN~kIkt[UAPPD@@@@@@	4.29	25	mean from 2	a1/thermodynamic		acidic	6375	0.96832; 0.96832; 0.96832; 0.96832; 0.96832	5	6573; 6439; 6438; 5213; 5372	-0.29338163	-0.048229218	-19.41681644827869	13.486634168505514	-4.395109064196797	OGMWFTWUAQLLNI-UHFFFAOYSA-N	332.398	332.398	332.141245	4.104	-5.054	3	2	261.99	0.14978	57.53	0.29856	0.45917	4.2635	8.9379	none	none	none	none		0.6	0.50244	0.72232	1	25	3	0	3	2	6	3	3	3	18	5	6	0	0	0	0	0	0	1	unknown chirality	0.94492	
fi{A`@@HDdwLr|zoJ~gASt[UAP@A@P@@@@	4.24	25	mean from 2	a1/thermodynamic		acidic	6376	1; 1; 1; 0.96832; 0.96832	5	6380; 6379; 5211; 5212; 6377	0.11165492	0.4262714	-18.809199639598354	13.502903153362345	-4.801708142075401	JQJGDFKZACZYMQ-UHFFFAOYSA-N	332.398	332.398	332.141245	3.9452	-4.979	3	2	260.49	0.15064	57.53	-0.38505	0.45945	4.4274	8.5868	none	none	none	none		0.6	0.47176	0.74025	1	25	3	0	3	2	5	3	3	3	18	5	6	0	0	0	0	0	0	1	unknown chirality	0.94499	
fi{A`@@HDdwLr|zoJ~gASt[UAP@AEUPP@@	4.18	25	mean from 2	a1/thermodynamic		acidic	6377	0.96832; 0.96832; 0.96832; 1; 0.96832	5	6380; 6379; 5211; 5212; 6376	0.076294124	0.42218882	-18.87819672888185	13.507135546728557	-4.7462314722637515	BMERQOULNHZHJT-UHFFFAOYSA-N	338.445	338.445	338.188195	4.4228	-4.66	3	2	268.53	0.14613	57.53	-5.0717	0.45979	3.956	9.6192	none	none	none	none		0.6	0.47624	0.74025	1	25	3	0	3	2	5	3	3	2	12	11	6	0	0	0	0	0	0	1	unknown chirality	0.94533	
fi{A`@@HDdwLto^kvioQst[UAT@@P@@@@@	3.38	25	mean from 2	a1/thermodynamic		acidic	6378	0.96832	1	6440	-0.18120302	-0.16737592	-18.87193112196653	13.484417445474067	-4.7482386768207485	DPYOMKYUWLNESO-UHFFFAOYSA-N	332.398	332.398	332.141245	4.1878	-5.049	3	2	258.4	0.15186	57.53	1.3454	0.46485	4.2833	9.0089	none	none	none	none		0.56	0.49111	0.76856	1	25	3	0	3	2	5	3	3	3	18	5	6	0	0	0	0	0	0	1	unknown chirality	0.94507	
fi{A`@@HEdTtTTRtVRTtJVgASt[UAP@AD@@@@@	4.17	25	mean from 2	a1/thermodynamic		acidic	6379	1; 0.96832; 1; 1; 0.96832	5	5211; 5212; 6380; 6376; 6377	0.087528184	0.4586913	-18.78121496607847	13.502161647877367	-4.829769080635106	FUSYHMVHPRFILM-UHFFFAOYSA-N	332.398	332.398	332.141245	3.9452	-4.979	3	2	260.49	0.15064	57.53	-0.38505	0.45985	4.4347	8.5794	none	none	none	none		0.56	0.47176	0.75255	1	25	3	0	3	2	5	3	3	3	18	5	4	0	0	0	0	0	0	1	unknown chirality	0.94508	
fi{A`@@HEdTtTTRtVbRLrVgQst[UAP@DP@@@@@	4.19	25	mean from 2	a1/thermodynamic		acidic	6380	1; 0.96832; 1; 0.96832; 1	5	5211; 5212; 6376; 6377; 6379	0.10772782	0.44863376	-18.755692112347596	13.510591846021248	-4.856017853744643	UXAQMOICIGHLRI-UHFFFAOYSA-N	332.398	332.398	332.141245	3.9452	-4.979	3	2	260.49	0.15064	57.53	-0.38505	0.45973	4.4326	8.5815	none	none	none	none		0.56	0.47176	0.7659	1	25	3	0	3	2	5	3	3	3	18	5	4	0	0	0	0	0	0	1	unknown chirality	0.94507	
fi{Ap@@HIrVkIMrsZ}kljITT}FuUUU@A@AASEEJFTBhUP@	3.1	22	potentiometric	a/apparent		acidic	6381	0.98727; 0.98727; 0.98727; 0.98727; 0.98727; 0.98727; 0.98727; 0.98727; 0.98727; 0.98727	10	6921; 6920; 6919; 6918; 6917; 6916; 6915; 6914; 6913; 6912	-0.38781002	-0.7238784	-18.90573848747667	21.499540554696534	-2.235616362103196	RFZQPUBFBMWPMZ-JMIFQINSSA-N	346.334	346.334	346.105255	0.6342	-3.274	7	4	245.17	0.34849	116.45	-0.79606	0.46691	7.8744	1.3583	none	none	none	none		0.56	0.36159	0.81291	1	25	7	0	7	5	4	3	3	2	12	11	4	0	0	0	0	0	0	1	racemate	0.94418	
fi{Q@@DD@dsMrjrziFVcfmMTE@DAER@@@	8.0		potentiometric	a/apparent		acidic	6398	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	19	7181; 7180; 6903; 6809; 6716; 6713; 6715; 6541; 5227; 5317; 5318; 5486; 5538; 5539; 5812; 5875; 6014; 6314; 6315	0.21045105	-0.5172417	2.1266131669897823	-11.911417260790238	3.7714110679135824	XDRWOCPVVHNFRT-UHFFFAOYSA-N	334.461	334.461	334.204513	5.6158	-5.211	3	1	281.91	0.10975	38.05	-14.775	0.44432	2.4811	12.639	none	high	none	none		0.56	0.40398	0.8075	1	25	3	0	3	0	8	3	3	3	17	8	4	0	0	0	0	2	0	0		0.94494	
fi{QR@FJtZwh`BLdTbbJTRlrTRVpsdf}jjjfYj@BhpbcEGJ@@	2.8	24		a/apparent		acidic	6399	0.95865; 0.97533; 0.95865; 0.9771; 0.9615	5	6898; 6821; 6467; 5231; 5244	-0.25726706	-0.10040202	-18.61903299056034	9.45767196431383	15.165840334088164	PSHRTKHMFMNJFD-IPYPFGDCSA-N	364.421	364.421	364.109293	1.4582	-2.196	7	2	253.56	0.37356	121.24	10.798	0.46934	7.0946	3.1069	none	high	none	high		0.6	0.35054	0.88315	1	25	8	0	8	3	5	3	4	1	6	11	3	2	0	0	0	0	0	1	racemate	0.94116	
fi{Q`AHJ@bLIQtnUNQSQIPjIKJYQI\D{wQm@AP@SP@@@@@	11.61	25	spectrophotometric	b1/apparent		acidic	6400	1; 1	2	6402; 6401	-0.52574414	0.4612211	-5.680960845948848	11.48036392016855	-10.621256532212398	MRCDQUCOQVPTRT-UHFFFAOYSA-N	332.358	332.358	332.116093	2.5405	-3.553	5	0	243.72	0.18333	71.28	-5.8862	0.43544	5.3947	5.8343	none	none	none	none	aromatic nitro	0.64	0.44933	0.71194	1	25	5	0	5	0	6	3	3	3	18	3	4	0	0	0	0	1	0	1		0.94453	
fi{Q`FHJ@bLIQriR[e]YW[YW`g^zMh@J@BZ@@@@@	8.68	25	spectrophotometric	a1/apparent		acidic	6401	1; 1	2	6402; 6400	-0.5470365	0.46289638	-5.868419344399308	11.457098524218422	-10.634997048053023	BSWINUDLCSBKHA-UHFFFAOYSA-N	333.366	333.366	333.123918	-1.5159	-3.553	5	0	259.02	0.17844	66.77	-5.8862	0.44238	9.5774	-3.4267	none	none	none	none	aromatic nitro	0.68	0.44933	0.68976	1	25	5	0	5	0	6	3	3	3	18	3	6	0	0	0	0	1	0	1		0.94541	
fi{Q`FHJ@bLIQrirJZIJEQIYSJIK`g^zMh@J@BZ@@@@@	8.68	25	spectrophotometric	a1/apparent		acidic	6402	1; 1	2	6400; 6401	-0.52875125	0.48105785	-5.681659374789545	11.482059591993266	-10.632188678150069	ZORRBZJMNLVCRR-UHFFFAOYSA-N	333.366	333.366	333.123918	-1.5159	-3.553	5	0	259.02	0.17844	66.77	-5.8862	0.44238	9.5774	-3.4267	none	none	none	none	aromatic nitro	0.64	0.44933	0.71194	1	25	5	0	5	0	6	3	3	3	18	3	4	0	0	0	0	1	0	1		0.94547	
fi{hRBLBLElD]F@H[H~rRPjJIIKYSIYSScVKUZ`XIJ@BX`@@	6.94	25	spectrophotometric	a1/apparent		acidic	6410	1; 1	2	6412; 6411	-0.04677589	-0.8932103	-5.737279102855584	-20.557926447001034	-13.058724346387482	VEWIIQZBSOQNJK-UHFFFAOYSA-N	359.365	359.365	359.068825	-0.12	-3.745	9	2	252.97	0.40942	144.21	-5.4137	0.44771	8.2786	-0.26803	none	none	none	none	aromatic nitro	0.64	0.47253	0.76043	1	25	10	0	10	0	4	3	3	3	17	2	5	1	1	0	1	2	0	1		0.94609	
fi{hRBLBLFlD]F@HkH~rRPjJIIKYSISSScVJuZ`XIJ@HX`@@	7.03	25	spectrophotometric	a1/apparent		acidic	6411	1; 1	2	6412; 6410	-0.027709205	-0.9033563	-5.737198658907077	-20.551985394467653	-13.088391963859202	CJYWVELMOYKGFC-UHFFFAOYSA-N	359.365	359.365	359.068825	-0.12	-3.745	9	2	252.97	0.40942	144.21	0.80095	0.4474	8.273	-0.26822	none	none	none	none	aromatic nitro	0.6	0.47253	0.78413	1	25	10	0	10	0	4	3	3	3	17	2	3	1	1	0	1	2	0	1		0.94544	
fi{hRBLBLGLDMz@HsO^rRPjJIIKYSQJKScVjMZ`XIJBA``@@	7.0	25	spectrophotometric	a1/apparent		acidic	6412	1; 1	2	6410; 6411	-0.04950902	-0.9119663	-5.7124652248051735	-20.5684858968382	-13.075668567219225	YYXYMGJUEHVSBH-UHFFFAOYSA-N	359.365	359.365	359.068825	-0.12	-3.745	9	2	252.97	0.40942	144.21	-0.93662	0.4475	8.2749	-0.26816	none	none	none	none	aromatic nitro	0.56	0.47253	0.8075	1	25	10	0	10	0	4	3	3	3	17	2	3	1	1	0	1	2	0	1		0.94563	
fi{pPDLFBBRmXgIEEELeETldhdbTl{hzj`j@jh@HLPhQQP`@	3.83		spectrophotometric	a/apparent		acidic	6414	0.98593	1	5780	-0.73833877	0.48726675	-11.744407604711085	20.192843315404755	5.8002312561619735	GIFRQYHVEONJBG-JYJNAYRXSA-O	346.406	346.406	346.176682	-2.2862	-3.406	7	4	260.89	0.28552	98.72	-0.025894	0.46187	10.703	-4.9498	none	none	none	none		0.64	0.43329	0.8153	1	25	7	0	7	3	6	3	3	2	12	12	2	0	0	0	0	2	1	0	racemate	0.94289	
fjcA`@@YJdrmkZwKtYIUgAS@AUUUUQTpUBbCDNhCPf`@	10.8		potentiometric	thermodynamic		acidic	6416		0		-0.6237234	0.77192444	-26.824764260939812	9.626849806699521	3.6007694249793007	PROQIPRRNZUXQM-CJNLHWCBSA-N	288.386	288.386	288.172545	3.0245	-3.621	3	3	205.78	0.19098	60.69	-0.31086	0.52044	4.9421	5.8115	none	none	high	none		0.52381	0.1362	0.88433	1	21	3	0	3	6	0	4	4	1	6	15	0	0	0	0	0	0	0	0	racemate	0.96189	
fjcQ`DFY@aSIrJZIJJHqIIS`k^bUNVjjj``XhlXHxPH`@	3.42	22	potentiometric	a1/apparent		acidic	6424	1; 1; 1; 0.9615; 0.9615; 0.9615; 0.9615	7	6427; 6426; 6425; 6420; 6421; 6422; 6423	-0.44843924	-0.60686225	-13.699229580239495	14.897244904712716	17.41012480956329	QZCDQOZGEUAPEJ-AKWBHNSASA-O	287.338	287.338	287.139568	0.0394	-2.081	5	4	214.17	0.33067	77.76	0.047144	0.55306	8.4266	0.07124	none	none	high	none		0.42857	0.27141	0.97001	1	21	5	0	5	4	1	4	4	2	9	10	0	0	1	1	0	1	1	1	unknown chirality	0.94399	
fjcQ`DFY@aSIrJZIJJHqIIS`k^bUNVjjj``XhlXhxPH`@	3.38	22	potentiometric	a1/apparent		acidic	6426	1; 0.9615; 0.9615; 0.9615; 0.9615; 1; 1	7	6427; 6420; 6421; 6422; 6423; 6424; 6425	-0.4500009	-0.6361325	-13.690758962116732	14.89509242753506	17.39437223887646	QZCDQOZGEUAPEJ-YNZJMPHRSA-O	287.338	287.338	287.139568	0.0394	-2.081	5	4	214.17	0.33067	77.76	0.047144	0.5534	8.4317	0.071197	none	none	high	none		0.42857	0.27007	0.97001	1	21	5	0	5	4	1	4	4	2	9	10	0	0	1	1	0	1	1	1	unknown chirality	0.944	
fjcQ`DFY@aSIrJZIJJHqIIS`k^bUNVjjj``XhlXhxPJ`@	3.38	22	potentiometric	a1/apparent		acidic	6427	0.9615; 0.9615; 0.9615; 0.9615; 1; 1; 1	7	6420; 6421; 6422; 6423; 6424; 6425; 6426	-0.4302853	-0.644847	-13.697817580060873	14.901225897504782	17.367804306816687	QZCDQOZGEUAPEJ-OWRWGESLSA-O	287.338	287.338	287.139568	0.0394	-2.081	5	4	214.17	0.33067	77.76	0.047144	0.5534	8.4317	0.071197	none	none	high	none		0.42857	0.27007	0.97001	1	21	5	0	5	4	1	4	4	2	9	10	0	0	1	1	0	1	1	1	unknown chirality	0.944	
fjc`P@E@QHNQQJJJYIIIELx[ugYJuRDaQ@D@@@	6.84	22		a1/thermodynamic	OH	acidic	6428	0.9771	1	6872	0.5140265	-0.37967798	-0.19491286401607902	-19.399389761031234	-12.377683146419733	IKLXGICISXJRPJ-UHFFFAOYSA-N	279.250	279.250	279.053159	2.3082	-3.16	5	1	201.38	0.304	72.56	0.6802	0.5334	5.8567	4.3274	none	none	none	none		0.57143	0.29147	0.84323	1	21	5	0	5	0	1	4	4	3	15	2	0	0	0	0	0	1	0	0		0.94963	
fjcab@LZLT@QdbbfbRbQVRvJJ][r\tpRCQ@E@@@@	7.02	22		a1/thermodynamic	OH	acidic	6430	0.9771	1	6875	0.44665885	-0.39165825	-0.19204808639806006	-19.348084296430095	-12.388147977821983	CYONGLVNBSZCQH-UHFFFAOYSA-N	295.317	295.317	295.030314	2.4141	-3.295	4	1	207.63	0.32495	87.66	1.8819	0.53266	5.7396	4.5322	none	none	none	none		0.57143	0.29147	0.84206	1	21	5	0	5	0	1	4	4	3	15	2	0	0	0	0	0	1	0	0		0.94896	
fjm@H@@HYir\eR[fU{YmQJ|EhHHjjjbiH`qEjODAH@@	3.6		potentiometric	a/apparent		acidic	6436		0		-0.9086853	-0.23758556	-17.9654727105194	22.061037288736383	-1.859418913551238	TZPBMNKOLMSJPF-FBUUZDRASA-N	300.262	300.262	300.084520	-1.1903	-1.219	8	5	205.52	0.47947	136.68	-4.4332	0.55161	9.634	-2.1579	none	none	none	none		0.47619	0.38863	0.81672	1	21	8	0	8	5	4	2	2	1	6	13	0	0	0	0	0	0	0	1	racemate	0.95887	
fjm@H@@HxZJ\eRYYeV^~UNlEjB`jJfbhP`QFbKDAH@@	2.85			1/apparent		acidic	6437	0.98593; 0.96519; 0.94751	3	5268; 5906; 6365	-0.7214141	0.09356383	-18.746064035241925	20.921581475796803	-1.935358489696118	NLOPFVNXNMEEDI-PXSXMVNOSA-N	298.246	298.246	298.068870	-1.042	-1.311	8	4	203.16	0.48474	133.52	-0.73042	0.55823	9.5872	-1.8666	high	none	low	none		0.52381	0.33701	0.79924	1	21	8	0	8	5	4	2	2	1	6	11	2	0	0	0	0	0	0	1	racemate	0.94541	
fjmA`@@HDdwLr{oJzmdkUAPQP@@@@	4.01	25	mean from 2	a1/thermodynamic		acidic	6438	1; 0.9615; 1; 1; 1; 0.96832	6	6573; 6574; 6439; 5213; 5372; 6375	-0.26235607	-0.02940629	-19.436882594985015	13.491888864016754	-4.354125755145415	DJNFWZGQBHCPMH-UHFFFAOYSA-N	284.354	284.354	284.141245	3.5709	-4.459	3	2	228.25	0.17192	57.53	-1.4638	0.54855	4.826	6.5097	none	none	none	none		0.61905	0.51604	0.69426	1	21	3	0	3	2	6	2	2	2	12	7	4	0	0	0	0	0	0	1	unknown chirality	0.94703	
fjmA`@@HEdTtTTRtUTRVgYJuPTED@@@@@	4.13	25	mean from 2	a1/thermodynamic		acidic	6439	1; 0.9615; 1; 1; 0.96832; 1	6	6573; 6574; 5213; 5372; 6375; 6438	-0.30817106	-0.02975756	-19.43354838359725	13.498793525492465	-4.351433734213085	CGPVNSFODJDABX-UHFFFAOYSA-N	284.354	284.354	284.141245	3.3348	-4.349	3	2	225.49	0.17402	57.53	-1.1275	0.54771	5.0493	6.0886	none	none	none	none		0.57143	0.52251	0.69426	1	21	3	0	3	2	5	2	2	2	12	7	5	0	0	0	0	0	0	1	unknown chirality	0.94702	
fjmA`@@HEdTtTTbVqTRQgYJuPUAD@@@@@	3.41	25	mean from 2	a1/thermodynamic		acidic	6440	0.9615; 0.9615; 0.9615; 0.9615; 0.96832	5	6885; 5214; 5373; 5855; 6378	-0.17485963	-0.20345585	-19.314638746642462	13.48792892901256	-4.415897431661153	USLWKGOZKYECRV-UHFFFAOYSA-N	284.354	284.354	284.141245	3.4971	-4.298	3	2	224.66	0.17466	57.53	1.4103	0.55315	4.9701	6.3222	none	none	none	low		0.57143	0.51315	0.70798	1	21	3	0	3	2	5	2	2	2	12	7	4	0	0	0	0	0	0	1	unknown chirality	0.94697	
fjmHR@LBdfBOQ@DYIHUEDdehdmiu`kT@@AET@@@	7.12		spectrophotometric	a/apparent		acidic	6441		0		-0.79703504	-0.4021378	-8.391420112452497	-19.080495277004456	-15.820854843678283	RMSFTZDTJHYIFE-UHFFFAOYSA-N	310.333	310.333	310.073576	0.6505	-3.378	8	2	223.62	0.43489	124.81	3.3552	0.53226	7.497	1.2222	none	none	low	none		0.57143	0.51487	0.69862	1	21	9	0	9	0	4	2	2	2	12	5	7	1	1	0	1	2	0	0		0.96281	
fjmI@@AV]dFQQQIPiIIIILydlAAUUUUD@@	10.84	25	potentiometric	a1/apparent		acidic	6450		0		-0.7050429	-0.6815863	10.54735995235543	-17.73723659504254	10.913705062770516	XRLCYXDLQRKCQT-UHFFFAOYSA-N	292.425	292.425	292.226311	-0.4052	-1.008	5	5	248.29	0.23738	68.35	1.9527	0.52033	8.3702	-0.77873	none	none	none	none		0.57143	0.39974	0.69426	1	21	5	0	5	1	1	2	1	1	6	15	0	0	4	4	0	0	4	0	unknown chirality	0.957	
fjmI`BDBMdBbbdtyEMDeddhhdcpTTm@AU@PL@HI`	7.13	25	potentiometric	a1/apparent	NOH	acidic	6451		0		-0.21774845	-0.91599035	1.1572618459693833	-5.7637875309160105	-13.235052816620946	FJZDLOMCEPUCII-UHFFFAOYSA-P	288.306	288.306	288.122241	-6.1931	-1.783	7	2	222.52	0.30757	92.67	-0.35822	0.53222	14.34	-11.636	none	none	none	none		0.66667	0.59201	0.65353	1	21	7	0	7	0	6	2	2	2	12	4	2	1	0	0	0	2	0	0		0.96347	
fjmIb@LBeFBL`BLddJbbRRtqTtzwej@@@Jf@@@	5.46	25	potentiometric	a/apparent		acidic	6453	0.9615; 0.9615; 1; 0.98434	4	6666; 6667; 6454; 5453	0.27294236	0.494632	-8.058222489133385	-18.53174953359723	-14.542805204601287	PHFJZKMLXDFUNB-UHFFFAOYSA-N	306.345	306.345	306.078661	0.8666	-2.926	7	2	224.31	0.38554	109.43	4.7301	0.53979	7.3962	1.6054	none	none	low	none		0.61905	0.51404	0.6909	1	21	8	0	8	0	3	2	2	2	12	3	3	2	0	0	0	2	0	0		0.94773	
fjmPPBHB@cShRcdfyV~vyWdleZ@Hff@@@@@	9.54	30		a1/apparent		acidic	6463	0.9771; 1; 1	3	6465; 6466; 6464	-0.5146101	0.40013754	-1.2766236033261251	-16.605959784734747	3.6924626812123797	UUAFEFWRZSBGTL-UHFFFAOYSA-N	284.270	284.270	284.079708	1.4497	-4.004	6	1	217.41	0.31259	91.99	-8.6803	0.52396	6.5708	2.7668	none	none	none	none	aromatic nitro	0.61905	0.44573	0.68153	1	21	6	0	6	0	5	2	2	2	12	2	2	1	0	0	0	0	0	1		0.94705	
fjmPPBHL@cShRclbfbbRtJfbRDkIV``ai`@@@@	9.54	30		a1/apparent		acidic	6464	0.9771; 1; 1	3	6465; 6463; 6466	-0.49814147	0.43740347	0.24752602000806975	-21.50522780145381	2.011535193133423	SOUUCXNSEWCPQS-UHFFFAOYSA-N	284.270	284.270	284.079708	1.4497	-4.004	6	1	217.41	0.31259	91.99	-8.6803	0.52396	6.5708	2.7668	none	none	none	none	aromatic nitro	0.57143	0.44573	0.70492	1	21	6	0	6	0	5	2	2	2	12	2	2	1	0	0	0	0	0	1		0.9476	
fjmPPBHN@aUhRcdfyW[[YW`leZ@BZZ@@@@@	8.7	30		a1/apparent		acidic	6465	0.9771; 0.9771; 0.9771	3	6463; 6464; 6466	-0.51455337	0.42233443	-1.545725470675055	-16.595006300595735	3.4463091127299923	GKSMUVHUZULXAA-UHFFFAOYSA-N	284.270	284.270	284.079708	1.4497	-4.004	6	1	217.41	0.31259	91.99	-8.6803	0.52657	6.6108	2.7531	none	none	none	none	aromatic nitro	0.66667	0.46187	0.6593	1	21	6	0	6	0	5	2	2	2	12	2	4	1	0	0	0	0	0	1		0.94701	
fjmPPBHR@cShRcdfyWVvyW`leZ@Bff@@@@@	8.91	30		a1/apparent		acidic	6466	1; 1; 0.9771	3	6463; 6464; 6465	-0.49643806	0.41568747	-1.5191778983850146	-16.594581503503434	3.470629357191889	QVWSMRKZRQSUSV-UHFFFAOYSA-N	284.270	284.270	284.079708	1.4497	-4.004	6	1	217.41	0.31259	91.99	-8.6803	0.5259	6.6004	2.7566	none	none	none	none	aromatic nitro	0.66667	0.44573	0.64751	1	21	6	0	6	0	5	2	2	2	12	2	4	1	0	0	0	0	0	1		0.94701	
fjmPR@FJtZw`AFRJQQEJIVYIXYrUUUTsMMUaEFJNTPc@	2.84	25	potentiometric	a/apparent		acidic	6467	0.97533; 0.99021; 0.95865; 0.95865	4	6898; 6821; 5231; 6399	-0.24528508	-0.11758994	-18.608121057842038	9.38540788024005	15.091609015665368	QRLCJUNAKLMRGP-SCVCMEIPSA-N	312.389	312.389	312.114378	1.661	-1.754	6	2	224.06	0.37811	112.01	5.1947	0.55833	6.8857	2.9749	none	none	none	none		0.61905	0.3609	0.87713	1	21	7	0	7	3	5	2	3	0	0	11	1	2	0	0	0	0	0	1	racemate	0.94386	
fjmPR@LQ``u`AFRREQJIQQVFZ|EJuA@LAE@@@	4.4	25	potentiometric	a2/apparent		acidic	6468	1	1	6471	0.50819045	-0.1937048	-8.1432247988222	-18.963475679128873	-7.537057612321672	QHFXORCWAQTTGH-UHFFFAOYSA-N	308.357	308.357	308.083078	1.0058	-2.586	6	2	220.58	0.31612	95.09	-5.8231	0.54591	7.3507	1.8424	high	high	none	none		0.52381	0.49368	0.79656	1	21	7	0	7	0	4	2	2	2	10	6	2	1	1	0	1	0	0	1		0.94818	
fjmPRDFJM[pPABirQRJHjJKPeKCIJjjjiiij\HlqQrjDX	2.4	25	potentiometric	a1/apparent		acidic	6470	0.97331	1	6469	0.60474217	-0.35542277	-18.89014686845672	8.960334861095772	14.705476374195916	LCKMHVRSSDHACP-DCAQKATOSA-O	313.397	313.397	313.122203	1.6098	-1.818	6	3	212.66	0.34478	117.11	-1.1804	0.56311	7.01	2.8588	none	none	none	none		0.47619	0.36824	0.90677	1	21	7	0	7	3	5	2	2	0	0	12	1	0	0	0	0	0	1	2	8 stereo isomers	0.94451	
fjmPRDLQ``u`AEnrRPjIQJJJpsW`iVhHA`Hh@@@	11.7	25	mean from 2	a3/apparent		acidic	6471	1	1	6468	0.47491983	-0.1822158	-8.155317525915036	-18.962283935816668	-7.5393032957237365	QHFXORCWAQTTGH-UHFFFAOYSA-M	307.349	307.349	307.075253	-1.0702	-2.586	6	1	221.76	0.31976	97.92	-6.2385	0.51817	9.002	-2.0654	high	high	none	none		0.52381	0.50415	0.79656	1	21	7	0	7	0	4	2	2	2	10	6	2	1	1	0	1	0	0	1		0.94861	
fjmQ@@DD@drvljojdi[ttuAAEUP@@	10.6		potentiometric	a/apparent		acidic	6472	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	28	7026; 7024; 7025; 7023; 6714; 6598; 1088; 2020; 2021; 2443; 2446; 2447; 3337; 3338; 3339; 3340; 3341; 3342; 4982; 5093; 5094; 5095; 5411; 5716; 5957; 6015; 6114; 6115	-0.47388068	-0.14154361	-10.139414789037737	-8.598417180476902	-6.740139195622129	MQTDVMLDXCSTBR-UHFFFAOYSA-N	286.417	286.417	286.204513	5.2494	-4.589	3	2	250.04	0.15222	48.91	-15.839	0.52097	2.7253	10.076	none	none	none	none		0.71429	0.49022	0.70181	1	21	3	0	3	0	9	2	2	2	11	10	2	0	0	0	0	2	1	0		0.95021	
